county,county_fips,place,place_fips,state_fips,Unnamed: 0,Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,Extracted Name,name
,,ocean city city,54360,34,6011,Ocean City Police Dept,NJ,12,11676.0,15.0,0,1.0,1,13,478.0,88,388.0,2,128.5,0.0,8.6,8.6,111.3,4093.9,753.7,3323.1,17.1,ocean city,"ocean city, nj"
,,,,34,6012,Ocean Gate Boro Police Dept,NJ,12,2032.0,0.0,0,0.0,0,0,72.0,19,52.0,1,0.0,0.0,0.0,0.0,0.0,3543.3,935.0,2559.1,49.2,ocean gate boro,"ocean gate boro, nj"
,,,,34,6013,Ocean Twp (Monmouth Co) Police Dept,NJ,12,27454.0,39.0,0,3.0,14,22,547.0,105,419.0,23,142.1,0.0,10.9,51.0,80.1,1992.4,382.5,1526.2,83.8,ocean twp (monmouth co),"ocean twp (monmouth co), nj"
,,,,34,6014,Ocean Twp (Ocean Co) Police Dept,NJ,12,8413.0,4.0,0,0.0,0,4,184.0,18,162.0,4,47.5,0.0,0.0,0.0,47.5,2187.1,214.0,1925.6,47.5,ocean twp (ocean co),"ocean twp (ocean co), nj"
,,oceanport borough,54570,34,6015,Oceanport Police Dept,NJ,12,5866.0,11.0,0,1.0,2,8,61.0,15,45.0,1,187.5,0.0,17.0,34.1,136.4,1039.9,255.7,767.1,17.0,oceanport,"oceanport, nj"
,,ogdensburg borough,54660,34,6016,Ogdensburg Police Dept,NJ,12,2410.0,0.0,0,0.0,0,0,28.0,5,23.0,0,0.0,0.0,0.0,0.0,0.0,1161.8,207.5,954.4,0.0,ogdensburg,"ogdensburg, nj"
,,,,34,6017,Old Bridge Twp Police Dept,NJ,12,66057.0,56.0,2,2.0,15,37,912.0,143,710.0,59,84.8,3.0,3.0,22.7,56.0,1380.6,216.5,1074.8,89.3,old bridge twp,"old bridge twp, nj"
,,old tappan borough,54870,34,6018,Old Tappan Police Dept,NJ,12,5814.0,0.0,0,0.0,0,0,25.0,6,19.0,0,0.0,0.0,0.0,0.0,0.0,430.0,103.2,326.8,0.0,old tappan,"old tappan, nj"
,,,,34,6019,Oliver County Sheriff Department,NJ,12,,1.0,0,0.0,0,1,2.0,0,1.0,1,,,,,,,,,,oliver county,"oliver county, nj"
,,oradell borough,54990,34,6020,Oradell Police Dept,NJ,12,8071.0,2.0,0,0.0,1,1,50.0,14,36.0,0,24.8,0.0,0.0,12.4,12.4,619.5,173.5,446.0,0.0,oradell,"oradell, nj"
,,,,34,6021,Orange City Police Dept,NJ,12,30329.0,262.0,3,17.0,138,104,806.0,264,336.0,206,863.9,9.9,56.1,455.0,342.9,2657.5,870.5,1107.9,679.2,orange city,"orange city, nj"
,,,,34,6022,Orford Police Dept,NJ,12,1235.0,1.0,0,0.0,0,1,14.0,3,10.0,1,81.0,0.0,0.0,0.0,81.0,1133.6,242.9,809.7,81.0,orford,"orford, nj"
,,,,34,6023,Ossipee Police Dept,NJ,12,4338.0,7.0,0,1.0,2,4,105.0,5,91.0,9,161.4,0.0,23.1,46.1,92.2,2420.5,115.3,2097.7,207.5,ossipee,"ossipee, nj"
,,,,34,6024,Oxford Twp Police Dept,NJ,12,2519.0,0.0,0,0.0,0,0,9.0,1,8.0,0,0.0,0.0,0.0,0.0,0.0,357.3,39.7,317.6,0.0,oxford twp,"oxford twp, nj"
,,palisades park borough,55770,34,6025,Palisades Park Police Dept,NJ,11,19849.0,19.0,0,1.0,8,10,150.0,44,95.0,11,,,,,,,,,,palisades park,"palisades park, nj"
,,palmyra borough,55800,34,6026,Palmyra Police Dept,NJ,12,7447.0,16.0,0,2.0,5,9,191.0,41,137.0,13,214.9,0.0,26.9,67.1,120.9,2564.8,550.6,1839.7,174.6,palmyra,"palmyra, nj"
,,paramus borough,55950,34,6027,Paramus Police Dept,NJ,12,26638.0,29.0,0,2.0,19,8,1373.0,54,1291.0,28,108.9,0.0,7.5,71.3,30.0,5154.3,202.7,4846.5,105.1,paramus,"paramus, nj"
,,park ridge borough,56130,34,6028,Park Ridge Police Dept,NJ,12,8744.0,2.0,0,0.0,0,2,39.0,10,29.0,0,22.9,0.0,0.0,0.0,22.9,446.0,114.4,331.7,0.0,park ridge,"park ridge, nj"
,,,,34,6029,Parsippany Police Dept,NJ,12,53793.0,39.0,2,5.0,14,18,496.0,137,329.0,30,72.5,3.7,9.3,26.0,33.5,922.1,254.7,611.6,55.8,parsippany,"parsippany, nj"
passaic county,031,passaic city,56550,34,6030,Passaic Police Dept,NJ,12,70237.0,513.0,6,2.0,232,273,1459.0,439,863.0,157,730.4,8.5,2.8,330.3,388.7,2077.3,625.0,1228.7,223.5,passaic,"passaic, nj"
,,paterson city,57000,34,6031,Paterson Police Dept,NJ,12,147148.0,1552.0,21,22.0,854,655,4640.0,1619,2114.0,907,1054.7,14.3,15.0,580.4,445.1,3153.3,1100.3,1436.6,616.4,paterson,"paterson, nj"
,,paulsboro borough,57150,34,6032,Paulsboro Police Dept,NJ,12,6143.0,15.0,1,0.0,9,5,242.0,74,157.0,11,244.2,16.3,0.0,146.5,81.4,3939.4,1204.6,2555.8,179.1,paulsboro,"paulsboro, nj"
,,,,34,6033,Peapack Police Dept,NJ,12,2606.0,1.0,0,0.0,0,1,13.0,3,10.0,0,38.4,0.0,0.0,0.0,38.4,498.8,115.1,383.7,0.0,peapack,"peapack, nj"
,,,,34,6034,Pelham Town Police Dept,NJ,12,12954.0,11.0,0,1.0,1,9,217.0,40,168.0,9,84.9,0.0,7.7,7.7,69.5,1675.2,308.8,1296.9,69.5,pelham town,"pelham town, nj"
,,pemberton borough,57480,34,6035,Pemberton Borough Police Dept,NJ,12,1419.0,5.0,0,1.0,2,2,38.0,6,30.0,2,352.4,0.0,70.5,140.9,140.9,2677.9,422.8,2114.2,140.9,pemberton borough,"pemberton borough, nj"
,,,,34,6036,Pemberton Twp Police Dept,NJ,12,28104.0,102.0,1,29.0,27,45,696.0,259,406.0,31,362.9,3.6,103.2,96.1,160.1,2476.5,921.6,1444.6,110.3,pemberton twp,"pemberton twp, nj"
,,,,34,6037,Pembina County Sheriff Office,NJ,12,,5.0,0,0.0,0,5,35.0,11,21.0,3,,,,,,,,,,pembina county,"pembina county, nj"
,,,,34,6038,Pembroke Town Police Dept,NJ,12,7137.0,7.0,0,1.0,1,5,99.0,16,82.0,1,98.1,0.0,14.0,14.0,70.1,1387.1,224.2,1148.9,14.0,pembroke town,"pembroke town, nj"
,,pennington borough,57600,34,6039,Pennington Police Dept,NJ,12,2605.0,0.0,0,0.0,0,0,11.0,3,8.0,0,0.0,0.0,0.0,0.0,0.0,422.3,115.2,307.1,0.0,pennington,"pennington, nj"
,,penns grove borough,57750,34,6040,Penns Grove Police Dept,NJ,12,5157.0,36.0,1,1.0,15,19,170.0,46,112.0,12,698.1,19.4,19.4,290.9,368.4,3296.5,892.0,2171.8,232.7,penns grove,"penns grove, nj"
,,pennsauken township,57660,34,6041,Pennsauken Police Dept,NJ,12,36033.0,111.0,0,5.0,62,44,1247.0,255,826.0,166,308.1,0.0,13.9,172.1,122.1,3460.7,707.7,2292.3,460.7,pennsauken,"pennsauken, nj"
,,,,34,6042,Pennsville Twp Police Dept,NJ,12,13437.0,26.0,0,5.0,4,17,376.0,80,289.0,7,193.5,0.0,37.2,29.8,126.5,2798.2,595.4,2150.8,52.1,pennsville twp,"pennsville twp, nj"
,,pequannock township,58110,34,6043,Pequannock Police Dept,NJ,12,15703.0,6.0,0,0.0,4,2,132.0,34,86.0,12,38.2,0.0,0.0,25.5,12.7,840.6,216.5,547.7,76.4,pequannock,"pequannock, nj"
,,perth amboy city,58200,34,6044,Perth Amboy Police Dept,NJ,12,51345.0,233.0,1,9.0,95,128,1220.0,383,711.0,126,453.8,1.9,17.5,185.0,249.3,2376.1,745.9,1384.8,245.4,perth amboy,"perth amboy, nj"
,,,,34,6045,Peterborough Police Dept,NJ,12,6310.0,6.0,0,0.0,0,6,113.0,20,90.0,3,95.1,0.0,0.0,0.0,95.1,1790.8,317.0,1426.3,47.5,peterborough,"peterborough, nj"
,,phillipsburg town,58350,34,6046,Phillipsburg Police Dept,NJ,12,14973.0,34.0,1,7.0,11,15,435.0,83,336.0,16,227.1,6.7,46.8,73.5,100.2,2905.2,554.3,2244.0,106.9,phillipsburg,"phillipsburg, nj"
,,,,34,6047,Pierce County Sheriff Department,NJ,10,,0.0,0,0.0,0,0,11.0,5,6.0,0,,,,,,,,,,pierce county,"pierce county, nj"
,,,,34,6048,Pine Beach Boro Police Dept,NJ,12,2149.0,2.0,0,0.0,0,2,25.0,3,22.0,0,93.1,0.0,0.0,0.0,93.1,1163.3,139.6,1023.7,0.0,pine beach boro,"pine beach boro, nj"
,,pine hill borough,58770,34,6049,Pine Hill Police Dept,NJ,12,10273.0,42.0,0,3.0,13,26,266.0,98,158.0,10,408.8,0.0,29.2,126.5,253.1,2589.3,954.0,1538.0,97.3,pine hill,"pine hill, nj"
,,pine valley borough,58920,34,6050,Pine Valley Police Dept,NJ,12,12.0,0.0,0,0.0,0,0,4.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,33333.3,33333.3,0.0,0.0,pine valley,"pine valley, nj"
,,,,34,6051,Piscataway Twp Police Dept,NJ,12,56593.0,64.0,0,1.0,21,42,526.0,133,366.0,27,113.1,0.0,1.8,37.1,74.2,929.4,235.0,646.7,47.7,piscataway twp,"piscataway twp, nj"
,,pitman borough,59070,34,6052,Pitman Police Dept,NJ,12,9079.0,2.0,0,0.0,1,1,174.0,20,145.0,9,22.0,0.0,0.0,11.0,11.0,1916.5,220.3,1597.1,99.1,pitman,"pitman, nj"
,,,,34,6053,Pittsfield Police Dept,NJ,12,4119.0,9.0,0,1.0,1,7,110.0,35,73.0,2,218.5,0.0,24.3,24.3,169.9,2670.6,849.7,1772.3,48.6,pittsfield,"pittsfield, nj"
,,plainfield city,59190,34,6054,Plainfield Police Dept,NJ,12,50332.0,358.0,6,14.0,165,173,1445.0,526,818.0,101,711.3,11.9,27.8,327.8,343.7,2870.9,1045.1,1625.2,200.7,plainfield,"plainfield, nj"
,,plainsboro township,59280,34,6055,Plainsboro Police Dept,NJ,12,23240.0,5.0,0,0.0,0,5,171.0,33,131.0,7,21.5,0.0,0.0,0.0,21.5,735.8,142.0,563.7,30.1,plainsboro,"plainsboro, nj"
,,,,34,6056,Plaistow Police Dept,NJ,12,7651.0,1.0,0,1.0,0,0,212.0,22,185.0,5,13.1,0.0,13.1,0.0,0.0,2770.9,287.5,2418.0,65.4,plaistow,"plaistow, nj"
,,pleasantville city,59640,34,6057,Pleasantville Police Dept,NJ,12,20334.0,145.0,8,20.0,43,74,582.0,70,464.0,48,713.1,39.3,98.4,211.5,363.9,2862.2,344.3,2281.9,236.1,pleasantville,"pleasantville, nj"
,,,,34,6058,Plumsted Twp Police Dept,NJ,12,8505.0,7.0,0,1.0,0,6,75.0,28,46.0,1,82.3,0.0,11.8,0.0,70.5,881.8,329.2,540.9,11.8,plumsted twp,"plumsted twp, nj"
,,,,34,6059,Plymouth Police Dept,NJ,12,6992.0,11.0,0,5.0,2,4,227.0,18,209.0,0,157.3,0.0,71.5,28.6,57.2,3246.6,257.4,2989.1,0.0,plymouth,"plymouth, nj"
,,,,34,6060,Pohatcong Twp Police Dept,NJ,12,3343.0,0.0,0,0.0,0,0,139.0,5,132.0,2,0.0,0.0,0.0,0.0,0.0,4157.9,149.6,3948.5,59.8,pohatcong twp,"pohatcong twp, nj"
,,point pleasant borough,59880,34,6061,Point Pleasant Police Dept,NJ,12,18572.0,13.0,0,1.0,4,8,320.0,64,252.0,4,70.0,0.0,5.4,21.5,43.1,1723.0,344.6,1356.9,21.5,point pleasant,"point pleasant, nj"
,,,,34,6062,Point Pleasant Beach Boro Police Dept,NJ,12,4711.0,8.0,0,1.0,2,5,256.0,31,215.0,10,169.8,0.0,21.2,42.5,106.1,5434.1,658.0,4563.8,212.3,point pleasant beach boro,"point pleasant beach boro, nj"
,,pompton lakes borough,60090,34,6063,Pompton Lakes Police Dept,NJ,12,11169.0,13.0,0,1.0,1,11,88.0,18,67.0,3,116.4,0.0,9.0,9.0,98.5,787.9,161.2,599.9,26.9,pompton lakes,"pompton lakes, nj"
,,,,34,6064,Portsmouth Police Dept,NJ,12,20888.0,34.0,0,5.0,11,18,588.0,60,512.0,16,162.8,0.0,23.9,52.7,86.2,2815.0,287.2,2451.2,76.6,portsmouth,"portsmouth, nj"
,,,,34,6065,Princeton Boro Police Dept,NJ,8,12191.0,10.0,0,0.0,5,5,317.0,54,261.0,2,,,,,,,,,,princeton boro,"princeton boro, nj"
,,,,34,6066,Princeton Twp Police Dept,NJ,12,16384.0,6.0,0,0.0,1,5,148.0,41,105.0,2,36.6,0.0,0.0,6.1,30.5,903.3,250.2,640.9,12.2,princeton twp,"princeton twp, nj"
,,prospect park borough,61170,34,6067,Prospect Park Police Dept,NJ,12,5903.0,8.0,0,0.0,3,5,110.0,31,67.0,12,135.5,0.0,0.0,50.8,84.7,1863.5,525.2,1135.0,203.3,prospect park,"prospect park, nj"
,,rahway city,61530,34,6068,Rahway Police Dept,NJ,12,27635.0,77.0,1,1.0,43,32,470.0,110,303.0,57,278.6,3.6,3.6,155.6,115.8,1700.7,398.0,1096.4,206.3,rahway,"rahway, nj"
,,,,34,6069,Ramsey County Sheriff Department,NJ,12,,0.0,0,0.0,0,0,11.0,0,10.0,1,,,,,,,,,,ramsey county,"ramsey county, nj"
,,ramsey borough,61680,34,6070,Ramsey Police Dept,NJ,12,14639.0,14.0,0,1.0,2,11,144.0,7,131.0,6,95.6,0.0,6.8,13.7,75.1,983.7,47.8,894.9,41.0,ramsey,"ramsey, nj"
,,,,34,6071,Randolph Twp Police Dept,NJ,12,26004.0,4.0,0,0.0,1,3,211.0,46,152.0,13,15.4,0.0,0.0,3.8,11.5,811.4,176.9,584.5,50.0,randolph twp,"randolph twp, nj"
,,,,34,6072,Ransom County Sheriff Office,NJ,12,,2.0,1,0.0,0,1,16.0,8,7.0,1,,,,,,,,,,ransom county,"ransom county, nj"
,,,,34,6073,Raritan Boro Police Dept,NJ,12,6945.0,9.0,0,0.0,5,4,131.0,28,101.0,2,129.6,0.0,0.0,72.0,57.6,1886.2,403.2,1454.3,28.8,raritan boro,"raritan boro, nj"
,,,,34,6074,Raritan Twp Police Dept,NJ,12,22239.0,3.0,0,0.0,0,3,199.0,31,163.0,5,13.5,0.0,0.0,0.0,13.5,894.8,139.4,732.9,22.5,raritan twp,"raritan twp, nj"
,,,,34,6075,Raymond Police Dept,NJ,12,10190.0,23.0,1,8.0,1,13,185.0,38,142.0,5,225.7,9.8,78.5,9.8,127.6,1815.5,372.9,1393.5,49.1,raymond,"raymond, nj"
,,,,34,6076,Readington Twp Police Dept,NJ,12,16165.0,6.0,0,0.0,0,6,157.0,28,127.0,2,37.1,0.0,0.0,0.0,37.1,971.2,173.2,785.6,12.4,readington twp,"readington twp, nj"
,,red bank borough,62430,34,6077,Red Bank Police Dept,NJ,12,12278.0,36.0,1,3.0,22,10,237.0,32,198.0,7,293.2,8.1,24.4,179.2,81.4,1930.3,260.6,1612.6,57.0,red bank,"red bank, nj"
,,,,34,6078,Renville County Sheriff Department,NJ,12,,1.0,0,0.0,0,1,19.0,2,17.0,0,,,,,,,,,,renville county,"renville county, nj"
,,,,34,6079,Richland County Sheriff Office,NJ,12,,5.0,0,1.0,0,4,103.0,23,69.0,11,,,,,,,,,,richland county,"richland county, nj"
,,ridgefield borough,62910,34,6080,Ridgefield Police Dept,NJ,12,11159.0,7.0,0,0.0,3,4,67.0,21,40.0,6,62.7,0.0,0.0,26.9,35.8,600.4,188.2,358.5,53.8,ridgefield,"ridgefield, nj"
,,ridgefield park village,62940,34,6081,Ridgefield Park Village Police Dept,NJ,12,12875.0,12.0,0,0.0,5,7,136.0,32,90.0,14,93.2,0.0,0.0,38.8,54.4,1056.3,248.5,699.0,108.7,ridgefield park village,"ridgefield park village, nj"
,,ridgewood village,63000,34,6082,Ridgewood Police Dept,NJ,12,25244.0,11.0,0,1.0,3,7,258.0,40,210.0,8,43.6,0.0,4.0,11.9,27.7,1022.0,158.5,831.9,31.7,ridgewood,"ridgewood, nj"
,,,,34,6083,Rindge Police Dept,NJ,12,6011.0,6.0,0,2.0,1,3,59.0,12,44.0,3,99.8,0.0,33.3,16.6,49.9,981.5,199.6,732.0,49.9,rindge,"rindge, nj"
,,ringwood borough,63150,34,6084,Ringwood Police Dept,NJ,12,12306.0,4.0,0,0.0,1,3,93.0,21,69.0,3,32.5,0.0,0.0,8.1,24.4,755.7,170.6,560.7,24.4,ringwood,"ringwood, nj"
,,river edge borough,63360,34,6085,River Edge Police Dept,NJ,12,11470.0,3.0,2,0.0,1,0,97.0,25,67.0,5,26.2,17.4,0.0,8.7,0.0,845.7,218.0,584.1,43.6,river edge,"river edge, nj"
,,,,34,6086,River Vale Twp Police Dept,NJ,12,9771.0,0.0,0,0.0,0,0,27.0,6,19.0,2,0.0,0.0,0.0,0.0,0.0,276.3,61.4,194.5,20.5,river vale twp,"river vale twp, nj"
,,riverdale borough,63300,34,6087,Riverdale Police Dept,NJ,12,3597.0,0.0,0,0.0,0,0,153.0,6,146.0,1,0.0,0.0,0.0,0.0,0.0,4253.5,166.8,4058.9,27.8,riverdale,"riverdale, nj"
,,riverside township,63510,34,6088,Riverside Police Dept,NJ,12,8135.0,21.0,0,0.0,9,12,108.0,49,57.0,2,258.1,0.0,0.0,110.6,147.5,1327.6,602.3,700.7,24.6,riverside,"riverside, nj"
,,riverton borough,63660,34,6089,Riverton Police Dept,NJ,12,2798.0,2.0,0,0.0,0,2,55.0,8,46.0,1,71.5,0.0,0.0,0.0,71.5,1965.7,285.9,1644.0,35.7,riverton,"riverton, nj"
,,,,34,6090,Washington Twp (Mercer Co) Police Dept,NJ,12,13741.0,7.0,0,0.0,1,6,150.0,30,112.0,8,50.9,0.0,0.0,7.3,43.7,1091.6,218.3,815.1,58.2,washington twp (mercer co),"washington twp (mercer co), nj"
,,,,34,6091,Rochelle Park Twp Police Dept,NJ,12,5593.0,6.0,0,0.0,3,3,69.0,20,47.0,2,107.3,0.0,0.0,53.6,53.6,1233.7,357.6,840.3,35.8,rochelle park twp,"rochelle park twp, nj"
,,,,34,6092,Rochester Police Dept,NJ,12,29992.0,75.0,0,7.0,19,49,1094.0,131,934.0,29,250.1,0.0,23.3,63.4,163.4,3647.6,436.8,3114.2,96.7,rochester,"rochester, nj"
,,,,34,6093,Rockaway Boro Police Dept,NJ,12,6506.0,4.0,0,0.0,2,2,70.0,15,52.0,3,61.5,0.0,0.0,30.7,30.7,1075.9,230.6,799.3,46.1,rockaway boro,"rockaway boro, nj"
,,,,34,6094,Rockaway Twp Police Dept,NJ,12,24410.0,12.0,0,0.0,9,3,448.0,58,384.0,6,49.2,0.0,0.0,36.9,12.3,1835.3,237.6,1573.1,24.6,rockaway twp,"rockaway twp, nj"
,,rockleigh borough,64170,34,6095,Rockleigh,NJ,12,535.0,0.0,0,0.0,0,0,4.0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,747.7,186.9,560.7,0.0,rockleigh,"rockleigh, nj"
,,,,34,6096,Rolette County Sheriff Office,NJ,12,,1.0,0,0.0,0,1,16.0,8,4.0,4,,,,,,,,,,rolette county,"rolette county, nj"
,,,,34,6097,Rolla Police Dept,NJ,12,1335.0,1.0,0,0.0,0,1,21.0,5,12.0,4,74.9,0.0,0.0,0.0,74.9,1573.0,374.5,898.9,299.6,rolla,"rolla, nj"
,,,,34,6098,Rollins Ford Police Dept,NJ,12,2548.0,5.0,0,1.0,1,3,43.0,6,36.0,1,196.2,0.0,39.2,39.2,117.7,1687.6,235.5,1412.9,39.2,rollins ford,"rollins ford, nj"
,,,,34,6099,Roseland Boro Police Dept,NJ,12,5857.0,5.0,0,0.0,0,5,46.0,16,24.0,6,85.4,0.0,0.0,0.0,85.4,785.4,273.2,409.8,102.4,roseland boro,"roseland boro, nj"
,,roselle borough,64620,34,6100,Roselle Police Dept,NJ,12,21309.0,72.0,4,1.0,39,28,414.0,129,229.0,56,337.9,18.8,4.7,183.0,131.4,1942.8,605.4,1074.7,262.8,roselle,"roselle, nj"
,,,,34,6101,Roselle Park Boro Police Dept,NJ,12,13438.0,8.0,0,0.0,4,4,127.0,52,67.0,8,59.5,0.0,0.0,29.8,29.8,945.1,387.0,498.6,59.5,roselle park boro,"roselle park boro, nj"
,,,,34,6102,Roxbury Twp Police Dept,NJ,12,23569.0,10.0,0,2.0,4,4,334.0,46,278.0,10,42.4,0.0,8.5,17.0,17.0,1417.1,195.2,1179.5,42.4,roxbury twp,"roxbury twp, nj"
,,,,34,6103,Rugby Police Dept,NJ,12,2952.0,1.0,0,0.0,0,1,61.0,10,47.0,4,33.9,0.0,0.0,0.0,33.9,2066.4,338.8,1592.1,135.5,rugby,"rugby, nj"
,,rumson borough,65130,34,6104,Rumson Police Dept,NJ,12,7165.0,1.0,0,0.0,0,1,88.0,18,67.0,3,14.0,0.0,0.0,0.0,14.0,1228.2,251.2,935.1,41.9,rumson,"rumson, nj"
,,runnemede borough,65160,34,6105,Runnemede Police Dept,NJ,12,8504.0,16.0,0,0.0,6,10,275.0,86,177.0,12,188.1,0.0,0.0,70.6,117.6,3233.8,1011.3,2081.4,141.1,runnemede,"runnemede, nj"
,,rutherford borough,65280,34,6106,Rutherford Police Dept,NJ,12,18268.0,8.0,0,0.0,3,5,304.0,76,214.0,14,43.8,0.0,0.0,16.4,27.4,1664.1,416.0,1171.4,76.6,rutherford,"rutherford, nj"
,,,,34,6107,Rye Police Dept,NJ,12,5326.0,3.0,0,2.0,0,1,91.0,2,85.0,4,56.3,0.0,37.6,0.0,18.8,1708.6,37.6,1595.9,75.1,rye,"rye, nj"
,,saddle brook township,65340,34,6108,Saddle Brook Police Dept,NJ,12,13816.0,1.0,0,0.0,0,1,315.0,36,273.0,6,7.2,0.0,0.0,0.0,7.2,2280.0,260.6,1976.0,43.4,saddle brook,"saddle brook, nj"
,,saddle river borough,65400,34,6109,Saddle River Police Dept,NJ,12,3188.0,0.0,0,0.0,0,0,27.0,8,14.0,5,0.0,0.0,0.0,0.0,0.0,846.9,250.9,439.1,156.8,saddle river,"saddle river, nj"
salem county,033,salem city,65490,34,6110,Salem Police Dept,NJ,12,28926.0,38.0,2,6.0,12,18,902.0,88,771.0,43,131.4,6.9,20.7,41.5,62.2,3118.3,304.2,2665.4,148.7,salem,"salem, nj"
,,salem city,65490,34,6111,Salem City Police Dept,NJ,12,5158.0,49.0,0,4.0,17,28,264.0,78,180.0,6,950.0,0.0,77.5,329.6,542.8,5118.3,1512.2,3489.7,116.3,salem city,"salem city, nj"
,,,,34,6112,Sanbornton Police Dept,NJ,12,2978.0,3.0,0,1.0,0,2,64.0,14,45.0,5,100.7,0.0,33.6,0.0,67.2,2149.1,470.1,1511.1,167.9,sanbornton,"sanbornton, nj"
,,,,34,6113,Sandown Police Dept,NJ,12,6019.0,5.0,1,0.0,0,4,50.0,15,33.0,2,83.1,16.6,0.0,0.0,66.5,830.7,249.2,548.3,33.2,sandown,"sandown, nj"
,,,,34,6114,Sandwich Police Dept,NJ,12,1324.0,1.0,0,0.0,0,1,59.0,23,36.0,0,75.5,0.0,0.0,0.0,75.5,4456.2,1737.2,2719.0,0.0,sandwich,"sandwich, nj"
,,,,34,6115,Sargent County Sheriff Department,NJ,12,,0.0,0,0.0,0,0,21.0,8,13.0,0,,,,,,,,,,sargent county,"sargent county, nj"
,,sayreville borough,65790,34,6116,Sayreville Police Dept,NJ,12,43151.0,38.0,1,1.0,12,24,579.0,128,423.0,28,88.1,2.3,2.3,27.8,55.6,1341.8,296.6,980.3,64.9,sayreville,"sayreville, nj"
,,scotch plains township,66060,34,6117,Scotch Plains Police Dept,NJ,12,23759.0,12.0,1,0.0,4,7,271.0,58,205.0,8,50.5,4.2,0.0,16.8,29.5,1140.6,244.1,862.8,33.7,scotch plains,"scotch plains, nj"
,,sea bright borough,66240,34,6118,Sea Bright Police Dept,NJ,12,1421.0,5.0,0,0.0,0,5,61.0,12,43.0,6,351.9,0.0,0.0,0.0,351.9,4292.8,844.5,3026.0,422.2,sea bright,"sea bright, nj"
,,sea girt borough,66330,34,6119,Sea Girt Police Dept,NJ,12,1839.0,3.0,0,1.0,0,2,36.0,4,30.0,2,163.1,0.0,54.4,0.0,108.8,1957.6,217.5,1631.3,108.8,sea girt,"sea girt, nj"
,,sea isle city city,66390,34,6120,Sea Isle City Police Dept,NJ,12,2109.0,5.0,0,0.0,4,1,207.0,71,136.0,0,237.1,0.0,0.0,189.7,47.4,9815.1,3366.5,6448.6,0.0,sea isle city,"sea isle city, nj"
,,,,34,6121,Seabrook Police Dept,NJ,12,8738.0,23.0,0,3.0,4,16,217.0,36,175.0,6,263.2,0.0,34.3,45.8,183.1,2483.4,412.0,2002.7,68.7,seabrook,"seabrook, nj"
,,seaside heights borough,66450,34,6122,Seaside Heights Police Dept,NJ,12,2915.0,30.0,0,1.0,6,23,260.0,40,213.0,7,1029.2,0.0,34.3,205.8,789.0,8919.4,1372.2,7307.0,240.1,seaside heights,"seaside heights, nj"
,,,,34,6123,Seaside Park Boro Police Dept,NJ,12,1595.0,6.0,0,3.0,1,2,76.0,10,64.0,2,376.2,0.0,188.1,62.7,125.4,4764.9,627.0,4012.5,125.4,seaside park boro,"seaside park boro, nj"
,,secaucus town,66570,34,6124,Secaucus Police Dept,NJ,12,16517.0,16.0,0,0.0,16,0,462.0,36,377.0,49,96.9,0.0,0.0,96.9,0.0,2797.1,218.0,2282.5,296.7,secaucus,"secaucus, nj"
,,,,34,6125,Sheridan County Sheriff Office,NJ,12,,0.0,0,0.0,0,0,33.0,6,24.0,3,,,,,,,,,,sheridan county,"sheridan county, nj"
,,,,34,6126,Sherwood Police Dept,NJ,12,249.0,0.0,0,0.0,0,0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,401.6,0.0,401.6,0.0,sherwood,"sherwood, nj"
,,,,34,6127,Ship Bottom Boro Police Dept,NJ,12,1165.0,1.0,1,0.0,0,0,66.0,9,57.0,0,85.8,85.8,0.0,0.0,0.0,5665.2,772.5,4892.7,0.0,ship bottom boro,"ship bottom boro, nj"
,,shrewsbury borough,67350,34,6128,Shrewsbury Police Dept,NJ,12,3832.0,5.0,0,1.0,2,2,74.0,13,60.0,1,130.5,0.0,26.1,52.2,52.2,1931.1,339.2,1565.8,26.1,shrewsbury,"shrewsbury, nj"
,,,,34,6129,Sioux County Sheriff Department,NJ,12,,0.0,0,0.0,0,0,0.0,0,0.0,0,,,,,,,,,,sioux county,"sioux county, nj"
,,,,34,6130,Slope County Sheriff Department,NJ,12,,0.0,0,0.0,0,0,2.0,1,1.0,0,,,,,,,,,,slope county,"slope county, nj"
,,,,34,6131,Somerdale Boro Police Dept,NJ,12,5172.0,17.0,0,1.0,11,5,330.0,46,276.0,8,328.7,0.0,19.3,212.7,96.7,6380.5,889.4,5336.4,154.7,somerdale boro,"somerdale boro, nj"
,,somers point city,68430,34,6132,Somers Point Police Dept,NJ,12,10840.0,28.0,0,0.0,9,19,351.0,66,275.0,10,258.3,0.0,0.0,83.0,175.3,3238.0,608.9,2536.9,92.3,somers point,"somers point, nj"
,,,,34,6133,Somersworth Police Dept,NJ,12,11862.0,53.0,0,12.0,12,29,573.0,62,501.0,10,446.8,0.0,101.2,101.2,244.5,4830.6,522.7,4223.6,84.3,somersworth,"somersworth, nj"
